base_date,Local Code,label_high_20,label_low_20
2020-05-12,2020-05-12-6706,0.08645187,-0.05791212
2020-08-13,2020-08-13-6706,0.08708476,-0.05790872
2020-11-11,2020-11-11-6706,0.08570606,-0.057972714
2020-02-06,2020-02-06-6707,0.086872414,-0.059003845
2020-05-15,2020-05-15-6707,0.08940933,-0.05848305
2020-08-04,2020-08-04-6707,0.08880881,-0.058371224
2020-11-06,2020-11-06-6707,0.08507841,-0.05991868
2020-02-06,2020-02-06-6709,0.095183715,-0.059274763
2020-04-23,2020-04-23-6709,0.09681458,-0.059433855
2020-05-19,2020-05-19-6709,0.09685136,-0.059725583
2020-08-27,2020-08-27-6709,0.0960617,-0.05924288
2020-11-10,2020-11-10-6709,0.096334115,-0.059269734
2020-02-06,2020-02-06-6715,0.09019237,-0.058265895
2020-02-27,2020-02-27-6715,0.09079426,-0.058383793
2020-05-14,2020-05-14-6715,0.092129596,-0.058488563
2020-05-21,2020-05-21-6715,0.09173167,-0.05842258
2020-08-06,2020-08-06-6715,0.09178267,-0.058382057
2020-11-06,2020-11-06-6715,0.091194846,-0.058396645
2020-12-25,2020-12-25-6715,0.091224216,-0.05840493
2020-02-04,2020-02-04-6718,0.09003572,-0.058269344
2020-05-08,2020-05-08-6718,0.09083762,-0.05839833
2020-08-04,2020-08-04-6718,0.091463275,-0.05846002
2020-11-05,2020-11-05-6718,0.09097351,-0.058460534
2020-11-25,2020-11-25-6718,0.09064794,-0.058432244
2020-03-13,2020-03-13-6721,0.108190924,-0.06781587
2020-06-15,2020-06-15-6721,0.10323212,-0.062467396
2020-09-15,2020-09-15-6721,0.10099374,-0.060919225
2020-12-15,2020-12-15-6721,0.105159275,-0.06483238
2020-02-06,2020-02-06-6722,0.09230939,-0.059068345
2020-04-23,2020-04-23-6722,0.091719896,-0.058469683
2020-07-30,2020-07-30-6722,0.088958085,-0.058263645
2020-10-23,2020-10-23-6722,0.09167663,-0.058514573
2020-02-12,2020-02-12-6723,0.039825734,-0.022372957
2020-04-27,2020-04-27-6723,0.030740969,-0.011212896
2020-07-30,2020-07-30-6723,0.026203934,-0.01284743
2020-10-29,2020-10-29-6723,0.023112958,-0.0056787357
2020-01-31,2020-01-31-6724,0.10252199,-0.06750532
2020-04-30,2020-04-30-6724,0.10352954,-0.06800806
2020-07-31,2020-07-31-6724,0.1051647,-0.06831683
2020-10-29,2020-10-29-6724,0.10276539,-0.06485362
2020-01-31,2020-01-31-6727,0.10323495,-0.06335903
2020-05-08,2020-05-08-6727,0.10439304,-0.064996555
2020-07-31,2020-07-31-6727,0.10312716,-0.0644843
2020-10-30,2020-10-30-6727,0.103773646,-0.06577809
2020-02-13,2020-02-13-6728,0.08161413,-0.05964899
2020-05-14,2020-05-14-6728,0.08783219,-0.05941295
2020-08-11,2020-08-11-6728,0.08430817,-0.059021384
2020-11-13,2020-11-13-6728,0.081344694,-0.05944094
2020-02-07,2020-02-07-6730,0.09591313,-0.05952861
2020-03-25,2020-03-25-6730,0.097851254,-0.06025525
2020-05-28,2020-05-28-6730,0.09570927,-0.059333928
2020-08-07,2020-08-07-6730,0.09631971,-0.059506424
2020-11-10,2020-11-10-6730,0.09489665,-0.05908695
2020-02-14,2020-02-14-6731,0.105657905,-0.06338819
2020-05-15,2020-05-15-6731,0.06288697,-0.040107362
2020-08-14,2020-08-14-6731,0.100393966,-0.06459327
2020-11-13,2020-11-13-6731,0.10519239,-0.06356366
2020-01-09,2020-01-09-6734,0.09155685,-0.060579486
2020-02-13,2020-02-13-6734,0.08915459,-0.05835724
2020-03-30,2020-03-30-6734,0.09079686,-0.058557972
2020-04-13,2020-04-13-6734,0.08928747,-0.058496684
2020-07-02,2020-07-02-6734,0.08651243,-0.057932712
2020-09-30,2020-09-30-6734,0.0880098,-0.058001578
2020-10-06,2020-10-06-6734,0.085123755,-0.05810102
2020-02-14,2020-02-14-6736,0.09046193,-0.05883407
2020-05-15,2020-05-15-6736,0.09074792,-0.058529727
2020-08-07,2020-08-07-6736,0.08865941,-0.058221705
2020-11-13,2020-11-13-6736,0.087983474,-0.057953894
2020-01-31,2020-01-31-6737,0.08164393,-0.058385193
2020-05-08,2020-05-08-6737,0.08352263,-0.058210284
2020-07-31,2020-07-31-6737,0.080137156,-0.058424324
2020-09-15,2020-09-15-6737,0.07976196,-0.05861763
2020-10-30,2020-10-30-6737,0.08023787,-0.058628067
2020-04-13,2020-04-13-6740,0.09210273,-0.05937828
2020-06-30,2020-06-30-6740,0.1004046,-0.06324662
2020-09-10,2020-09-10-6740,0.05183287,-0.03897969
2020-11-13,2020-11-13-6740,0.09537933,-0.06144215
2020-02-12,2020-02-12-6741,0.09286239,-0.059531927
2020-05-20,2020-05-20-6741,0.09477371,-0.059627995
2020-08-04,2020-08-04-6741,0.09448742,-0.059283137
2020-11-10,2020-11-10-6741,0.09534011,-0.05963429
2020-02-07,2020-02-07-6742,0.09782841,-0.06013713
2020-05-21,2020-05-21-6742,0.09787709,-0.060071617
2020-08-14,2020-08-14-6742,0.09781689,-0.060007803
2020-09-18,2020-09-18-6742,0.09972792,-0.06121345
2020-11-13,2020-11-13-6742,0.09862115,-0.060245425
2020-02-07,2020-02-07-6743,0.09663265,-0.059328124
2020-06-03,2020-06-03-6743,0.09680265,-0.059332132
2020-08-06,2020-08-06-6743,0.09647273,-0.05926513
2020-10-15,2020-10-15-6743,0.096564166,-0.059328258
2020-11-06,2020-11-06-6743,0.09651823,-0.05928514
2020-02-05,2020-02-05-6744,0.08709068,-0.058085382
2020-04-27,2020-04-27-6744,0.089042656,-0.05821923
2020-05-11,2020-05-11-6744,0.08928347,-0.058417886
2020-08-11,2020-08-11-6744,0.08899739,-0.058257364
2020-10-29,2020-10-29-6744,0.08829318,-0.058038056
2020-11-06,2020-11-06-6744,0.08795629,-0.05819402
2020-01-31,2020-01-31-6745,0.09119314,-0.058596656
2020-04-28,2020-04-28-6745,0.09234053,-0.058581278
2020-07-29,2020-07-29-6745,0.093511835,-0.05883261
2020-10-30,2020-10-30-6745,0.09295543,-0.0586569
2020-02-13,2020-02-13-6748,0.09670616,-0.059399575
2020-04-16,2020-04-16-6748,0.09812326,-0.06040039
2020-05-13,2020-05-13-6748,0.09931611,-0.05914388
2020-08-07,2020-08-07-6748,0.09690445,-0.059417576
2020-11-10,2020-11-10-6748,0.0967057,-0.059393644
2020-02-06,2020-02-06-6750,0.07747868,-0.057739988
2020-05-12,2020-05-12-6750,0.077636786,-0.057741232
2020-06-05,2020-06-05-6750,0.0761168,-0.05662609
2020-08-06,2020-08-06-6750,0.0748583,-0.05576449
2020-11-05,2020-11-05-6750,0.07343912,-0.054927155
2020-02-03,2020-02-03-6752,0.028577186,-0.012710835
2020-02-26,2020-02-26-6752,0.02283835,-0.009293969
2020-04-27,2020-04-27-6752,0.02613471,-0.0070732394
2020-05-18,2020-05-18-6752,0.038447857,-0.01978796
2020-07-30,2020-07-30-6752,0.028474145,-0.009654584
2020-08-28,2020-08-28-6752,0.06922993,-0.042061314
2020-10-29,2020-10-29-6752,0.049396005,-0.029311977
2020-02-04,2020-02-04-6753,0.1041126,-0.066646345
2020-05-08,2020-05-08-6753,0.10505473,-0.06675766
2020-05-19,2020-05-19-6753,0.104759715,-0.06814664
2020-08-05,2020-08-05-6753,0.10525831,-0.067129076
2020-11-06,2020-11-06-6753,0.104012765,-0.06883222
2020-01-30,2020-01-30-6754,0.07500753,-0.04817298
2020-04-27,2020-04-27-6754,0.101577304,-0.06568988
2020-07-30,2020-07-30-6754,0.10055686,-0.06540519
2020-10-29,2020-10-29-6754,0.10034711,-0.065294415
2020-01-28,2020-01-28-6755,0.09111305,-0.060780182
2020-04-24,2020-04-24-6755,0.09353658,-0.06058059
2020-06-24,2020-06-24-6755,0.09363634,-0.0612301
2020-07-21,2020-07-21-6755,0.0917247,-0.06130746
2020-10-16,2020-10-16-6755,0.08708853,-0.059319586
2020-10-23,2020-10-23-6755,0.08987676,-0.06097804
2020-03-12,2020-03-12-6757,0.092979476,-0.05877704
2020-06-10,2020-06-10-6757,0.08989357,-0.0584838
2020-09-08,2020-09-08-6757,0.08912776,-0.058814123
2020-12-10,2020-12-10-6757,0.090561874,-0.05868022
2020-02-04,2020-02-04-6758,0.03338696,-0.013371193
2020-05-13,2020-05-13-6758,0.034159716,-0.015242943
2020-08-04,2020-08-04-6758,0.034328204,-0.013896125
2020-10-28,2020-10-28-6758,0.04042985,-0.019439127
2020-01-31,2020-01-31-6762,0.044275004,-0.032121602
2020-03-25,2020-03-25-6762,0.046548247,-0.03019422
2020-05-15,2020-05-15-6762,0.051017668,-0.04313627
2020-07-30,2020-07-30-6762,0.04737678,-0.03849079
2020-10-30,2020-10-30-6762,0.04322378,-0.0324168
2020-02-07,2020-02-07-6763,0.09266814,-0.058574088
2020-05-12,2020-05-12-6763,0.092912294,-0.05856076
2020-08-04,2020-08-04-6763,0.09308521,-0.058611758
2020-11-05,2020-11-05-6763,0.09305681,-0.05859638
2020-02-05,2020-02-05-6768,0.09904264,-0.061477505
2020-05-11,2020-05-11-6768,0.10035058,-0.061748132
2020-05-14,2020-05-14-6768,0.10043939,-0.061527327
2020-08-05,2020-08-05-6768,0.10041023,-0.061718583
2020-08-24,2020-08-24-6768,0.10026023,-0.06167008
2020-10-22,2020-10-22-6768,0.1000143,-0.061607532
2020-11-05,2020-11-05-6768,0.100411974,-0.06192314
2020-02-05,2020-02-05-6769,0.09426036,-0.058935024
2020-05-29,2020-05-29-6769,0.095498554,-0.05977127
2020-07-20,2020-07-20-6769,0.095259376,-0.059074685
2020-08-07,2020-08-07-6769,0.09535741,-0.059097707
2020-11-06,2020-11-06-6769,0.09596741,-0.059354767
2020-01-30,2020-01-30-6770,0.09830107,-0.06482041
2020-04-24,2020-04-24-6770,0.10315612,-0.065724134
2020-05-08,2020-05-08-6770,0.09117126,-0.056746513
2020-06-04,2020-06-04-6770,0.02127058,-0.006916225
2020-07-31,2020-07-31-6770,0.10163515,-0.066322155
2020-09-25,2020-09-25-6770,0.09977249,-0.062870406
2020-10-30,2020-10-30-6770,0.10219832,-0.06616904
2020-02-06,2020-02-06-6771,0.09308254,-0.05870658
2020-04-30,2020-04-30-6771,0.0953229,-0.059047833
2020-05-14,2020-05-14-6771,0.095247224,-0.059012674
2020-07-30,2020-07-30-6771,0.09500862,-0.05895067
2020-11-12,2020-11-12-6771,0.0953625,-0.0590446
2020-02-12,2020-02-12-6772,0.09349447,-0.058672786
2020-02-27,2020-02-27-6772,0.09423617,-0.058796972
2020-05-15,2020-05-15-6772,0.09535657,-0.059014
2020-05-20,2020-05-20-6772,0.09537222,-0.058983237
2020-08-27,2020-08-27-6772,0.09543022,-0.059053123
2020-11-12,2020-11-12-6772,0.09561295,-0.059074312
2020-02-12,2020-02-12-6775,0.09854743,-0.05976645
2020-05-15,2020-05-15-6775,0.100705154,-0.06073518
2020-08-12,2020-08-12-6775,0.0993193,-0.059853032
2020-11-13,2020-11-13-6775,0.10329934,-0.06313193
2020-02-10,2020-02-10-6776,0.097451985,-0.059897743
2020-05-27,2020-05-27-6776,0.10032456,-0.061030567
2020-08-07,2020-08-07-6776,0.09904825,-0.0600172
2020-11-13,2020-11-13-6776,0.10097297,-0.061504856
2020-01-31,2020-01-31-6777,0.091276355,-0.059356183
2020-05-12,2020-05-12-6777,0.09033542,-0.058673933
2020-07-31,2020-07-31-6777,0.09116339,-0.05872929
2020-10-30,2020-10-30-6777,0.089339666,-0.058576092
2020-03-05,2020-03-05-6778,0.09462664,-0.06022445
2020-06-04,2020-06-04-6778,0.093925394,-0.059894845
2020-09-03,2020-09-03-6778,0.091921784,-0.060182713
2020-12-03,2020-12-03-6778,0.09162353,-0.059520423
2020-02-07,2020-02-07-6779,0.09840076,-0.060228065
2020-06-19,2020-06-19-6779,0.098966636,-0.059788838
2020-08-07,2020-08-07-6779,0.10108305,-0.061770402
2020-11-10,2020-11-10-6779,0.09998377,-0.061151534
2020-02-10,2020-02-10-6785,0.09570645,-0.05915208
2020-05-13,2020-05-13-6785,0.095914446,-0.059171036
2020-08-11,2020-08-11-6785,0.096286826,-0.059223726
2020-11-10,2020-11-10-6785,0.09602155,-0.059212506
2020-02-14,2020-02-14-6786,0.0997518,-0.06018634
2020-06-08,2020-06-08-6786,0.10549344,-0.06424092
2020-08-14,2020-08-14-6786,0.101062864,-0.060634114
2020-11-13,2020-11-13-6786,0.10032362,-0.060188904
2020-02-06,2020-02-06-6787,0.09371251,-0.06085529
2020-03-23,2020-03-23-6787,0.095178895,-0.060838185
2020-04-20,2020-04-20-6787,0.09338852,-0.059500888
2020-05-11,2020-05-11-6787,0.093279876,-0.06013242
2020-05-21,2020-05-21-6787,0.0930685,-0.059653416
2020-08-07,2020-08-07-6787,0.092781015,-0.059273154
2020-11-06,2020-11-06-6787,0.09046038,-0.058769204
2020-01-30,2020-01-30-6788,0.07582314,-0.056687504
2020-05-14,2020-05-14-6788,0.0840464,-0.058079176
2020-08-05,2020-08-05-6788,0.08437201,-0.05794511
2020-10-26,2020-10-26-6788,0.080685034,-0.058247954
2020-10-29,2020-10-29-6788,0.08076804,-0.05840511
2020-02-14,2020-02-14-6789,0.08899243,-0.058081597
2020-05-13,2020-05-13-6789,0.09242646,-0.05871346
2020-08-07,2020-08-07-6789,0.09339177,-0.05877717
2020-08-14,2020-08-14-6789,0.09297525,-0.058819346
2020-11-10,2020-11-10-6789,0.092453055,-0.058845364
2020-01-30,2020-01-30-6794,0.090678655,-0.058693163
2020-05-18,2020-05-18-6794,0.093814224,-0.05903685
2020-08-14,2020-08-14-6794,0.093797855,-0.05898977
2020-10-29,2020-10-29-6794,0.09483161,-0.060491495
2020-01-28,2020-01-28-6798,0.08321453,-0.058101207
2020-05-15,2020-05-15-6798,0.08716431,-0.057778366
2020-07-28,2020-07-28-6798,0.08723239,-0.05783139
2020-10-27,2020-10-27-6798,0.08552476,-0.05780688
2020-02-12,2020-02-12-6800,0.08456812,-0.058833838
2020-05-14,2020-05-14-6800,0.087158896,-0.058532953
2020-08-04,2020-08-04-6800,0.08727704,-0.058640614
2020-11-10,2020-11-10-6800,0.08629813,-0.058123186
2020-02-07,2020-02-07-6803,0.099588536,-0.06001796
2020-05-15,2020-05-15-6803,0.09975008,-0.05992382
2020-08-07,2020-08-07-6803,0.105163604,-0.06385223
2020-11-06,2020-11-06-6803,0.10169715,-0.061115682
2020-02-07,2020-02-07-6804,0.094890885,-0.060354337
2020-05-08,2020-05-08-6804,0.09966787,-0.063022695
2020-08-07,2020-08-07-6804,0.09718013,-0.06139023
2020-11-06,2020-11-06-6804,0.09650545,-0.060610563
2020-02-05,2020-02-05-6806,0.03833595,-0.028474227
2020-05-28,2020-05-28-6806,0.041380104,-0.032198686
2020-08-03,2020-08-03-6806,0.04606845,-0.039086103
2020-09-24,2020-09-24-6806,0.040464282,-0.030644268
2020-11-02,2020-11-02-6806,0.03599623,-0.025385521
2020-01-28,2020-01-28-6807,0.09065692,-0.059547774
2020-04-24,2020-04-24-6807,0.09787437,-0.06272718
2020-07-22,2020-07-22-6807,0.094034016,-0.06050577
2020-10-28,2020-10-28-6807,0.09419953,-0.060738653
2020-02-03,2020-02-03-6809,0.09361822,-0.058789782
2020-04-15,2020-04-15-6809,0.09650057,-0.05950474
2020-05-13,2020-05-13-6809,0.09653942,-0.05957575
2020-08-04,2020-08-04-6809,0.095900185,-0.05924455
2020-11-04,2020-11-04-6809,0.095352046,-0.0591065
2020-01-30,2020-01-30-6810,0.09316162,-0.059978306
2020-03-10,2020-03-10-6810,0.09783711,-0.06213957
2020-05-13,2020-05-13-6810,0.09670788,-0.060905658
2020-07-30,2020-07-30-6810,0.09700106,-0.060323514
2020-10-29,2020-10-29-6810,0.09457536,-0.059362613
2020-01-14,2020-01-14-6814,0.092482306,-0.058968835
2020-04-14,2020-04-14-6814,0.09524969,-0.05911175
2020-07-14,2020-07-14-6814,0.09476793,-0.0591482
2020-08-19,2020-08-19-6814,0.09384784,-0.059116878
2020-10-02,2020-10-02-6814,0.09271055,-0.05898288
2020-10-13,2020-10-13-6814,0.09424647,-0.05924149
2020-05-15,2020-05-15-6815,0.0895824,-0.058218002
2020-06-08,2020-06-08-6815,0.08930138,-0.058208644
2020-09-30,2020-09-30-6815,0.090647556,-0.058755912
2020-11-11,2020-11-11-6815,0.089211695,-0.058286726
2020-02-06,2020-02-06-6817,0.09411666,-0.059040457
2020-04-28,2020-04-28-6817,0.09696031,-0.059890836
2020-07-31,2020-07-31-6817,0.09736369,-0.059918195
2020-09-25,2020-09-25-6817,0.09712044,-0.060227558
2020-10-30,2020-10-30-6817,0.095840715,-0.059470035
2020-02-13,2020-02-13-6819,0.09998119,-0.06001188
2020-05-14,2020-05-14-6819,0.10118847,-0.06061133
2020-08-13,2020-08-13-6819,0.10003134,-0.059974328
2020-11-12,2020-11-12-6819,0.10029129,-0.060161322
2020-02-13,2020-02-13-6820,0.08645422,-0.05778089
2020-05-13,2020-05-13-6820,0.08685637,-0.057950974
2020-06-10,2020-06-10-6820,0.084926166,-0.058150478
2020-07-31,2020-07-31-6820,0.08577901,-0.057794407
2020-11-11,2020-11-11-6820,0.08462664,-0.057967193
2020-02-07,2020-02-07-6822,0.08155747,-0.05820132
2020-04-22,2020-04-22-6822,0.0857092,-0.057704918
2020-05-13,2020-05-13-6822,0.08136848,-0.05820159
2020-07-29,2020-07-29-6822,0.08104413,-0.058176845
2020-10-28,2020-10-28-6822,0.08526466,-0.05771724
2020-01-30,2020-01-30-6823,0.081658676,-0.058408573
2020-04-28,2020-04-28-6823,0.08843855,-0.05808506
2020-05-22,2020-05-22-6823,0.08815912,-0.057997286
2020-07-30,2020-07-30-6823,0.088998504,-0.058136888
2020-10-30,2020-10-30-6823,0.088114806,-0.057933792
2020-02-14,2020-02-14-6824,0.08961869,-0.05816602
2020-05-14,2020-05-14-6824,0.09010925,-0.05821856
2020-08-07,2020-08-07-6824,0.08979146,-0.05818039
2020-11-13,2020-11-13-6824,0.09073103,-0.058366895
2020-01-30,2020-01-30-6826,0.097543865,-0.05979532
2020-05-11,2020-05-11-6826,0.09817547,-0.05982597
2020-07-31,2020-07-31-6826,0.09817005,-0.05977939
2020-10-28,2020-10-28-6826,0.09729541,-0.059558094
2020-01-31,2020-01-31-6832,0.085882746,-0.057698198
2020-05-08,2020-05-08-6832,0.088518016,-0.05794791
2020-07-31,2020-07-31-6832,0.08878827,-0.058044583
2020-10-30,2020-10-30-6832,0.08876019,-0.05801376
2020-02-07,2020-02-07-6834,0.08464353,-0.057994552
2020-05-12,2020-05-12-6834,0.087573044,-0.05790794
2020-08-07,2020-08-07-6834,0.08917631,-0.058217898
2020-11-12,2020-11-12-6834,0.08827582,-0.05803632
2020-02-14,2020-02-14-6835,0.10717168,-0.06676773
2020-05-14,2020-05-14-6835,0.104885146,-0.06349232
2020-08-13,2020-08-13-6835,0.10495669,-0.064027816
2020-11-13,2020-11-13-6835,0.10897342,-0.067161664
2020-02-07,2020-02-07-6836,0.091437764,-0.05842711
2020-05-20,2020-05-20-6836,0.09181947,-0.058433466
2020-08-07,2020-08-07-6836,0.08980254,-0.058197215
2020-11-06,2020-11-06-6836,0.090677924,-0.05834976
2020-01-31,2020-01-31-6837,0.101270415,-0.06182439
2020-05-01,2020-05-01-6837,0.09939659,-0.059947245
2020-07-31,2020-07-31-6837,0.09932767,-0.05958377
2020-10-30,2020-10-30-6837,0.09888754,-0.059816726
2020-02-14,2020-02-14-6838,0.08885365,-0.059612088
2020-03-31,2020-03-31-6838,0.09025772,-0.059473738
2020-05-15,2020-05-15-6838,0.0902297,-0.059141174
2020-05-20,2020-05-20-6838,0.089930244,-0.059241064
2020-08-14,2020-08-14-6838,0.08809432,-0.05833251
2020-11-13,2020-11-13-6838,0.088866316,-0.058611467
2020-02-10,2020-02-10-6839,0.09639307,-0.059361473
2020-03-18,2020-03-18-6839,0.09887089,-0.060350522
2020-05-13,2020-05-13-6839,0.09809935,-0.059831828
2020-05-18,2020-05-18-6839,0.09820478,-0.059936225
2020-08-03,2020-08-03-6839,0.0973384,-0.05963198
2020-11-04,2020-11-04-6839,0.09812711,-0.059805043
2020-11-09,2020-11-09-6839,0.09830516,-0.059975185
2020-02-12,2020-02-12-6840,0.069965996,-0.05378224
2020-02-13,2020-02-13-6840,0.069469646,-0.05357434
2020-05-29,2020-05-29-6840,0.07078891,-0.054147143
2020-08-11,2020-08-11-6840,0.074550144,-0.055716082
2020-11-13,2020-11-13-6840,0.07578264,-0.056710288
2020-02-04,2020-02-04-6841,0.09674812,-0.06347485
2020-05-12,2020-05-12-6841,0.099620424,-0.0644208
2020-08-12,2020-08-12-6841,0.09549432,-0.06212899
2020-11-04,2020-11-04-6841,0.09642523,-0.062734045
2020-02-07,2020-02-07-6844,0.08200107,-0.058187157
2020-05-28,2020-05-28-6844,0.0849033,-0.057888813
2020-08-13,2020-08-13-6844,0.0884842,-0.058051094
2020-11-06,2020-11-06-6844,0.08856693,-0.05829838
2020-02-05,2020-02-05-6845,0.08683365,-0.059452772
2020-05-20,2020-05-20-6845,0.08848474,-0.059540354
2020-08-06,2020-08-06-6845,0.08455952,-0.06009561
2020-11-05,2020-11-05-6845,0.08198942,-0.059069656
2020-01-31,2020-01-31-6848,0.094503306,-0.05889699
2020-04-22,2020-04-22-6848,0.09522195,-0.059040487
2020-05-08,2020-05-08-6848,0.09498119,-0.058912106
2020-07-31,2020-07-31-6848,0.095324196,-0.05903011
2020-10-30,2020-10-30-6848,0.095317505,-0.059010074
2020-11-26,2020-11-26-6848,0.09495137,-0.058944896
2020-02-03,2020-02-03-6849,0.08619439,-0.05964151
2020-05-13,2020-05-13-6849,0.08332842,-0.060355313
2020-08-04,2020-08-04-6849,0.082343884,-0.059383623
2020-11-06,2020-11-06-6849,0.08422146,-0.059324905
2020-02-13,2020-02-13-6850,0.09197171,-0.05851303
2020-05-14,2020-05-14-6850,0.09238065,-0.058518693
2020-08-07,2020-08-07-6850,0.09174266,-0.058384433
2020-11-11,2020-11-11-6850,0.091681674,-0.058520004
2020-02-13,2020-02-13-6852,0.08959884,-0.058160484
2020-05-20,2020-05-20-6852,0.090145394,-0.058249883
2020-08-14,2020-08-14-6852,0.09227371,-0.058493495
2020-11-13,2020-11-13-6852,0.09213361,-0.058486857
2020-12-16,2020-12-16-6852,0.09247521,-0.05852495
2020-02-07,2020-02-07-6853,0.097801626,-0.059583798
2020-05-08,2020-05-08-6853,0.09819373,-0.05982025
2020-08-05,2020-08-05-6853,0.09784594,-0.059610352
2020-08-07,2020-08-07-6853,0.09783638,-0.05962316
2020-11-06,2020-11-06-6853,0.09778606,-0.05963643
2020-02-06,2020-02-06-6855,0.09571222,-0.06000173
2020-05-25,2020-05-25-6855,0.094587885,-0.059340805
2020-08-06,2020-08-06-6855,0.0937304,-0.059769854
2020-11-06,2020-11-06-6855,0.09314211,-0.060523257
2020-02-14,2020-02-14-6856,0.061814427,-0.050348084
2020-04-16,2020-04-16-6856,0.0745862,-0.05522444
2020-05-20,2020-05-20-6856,0.07072543,-0.054249465
2020-06-09,2020-06-09-6856,0.070002675,-0.054007493
2020-08-11,2020-08-11-6856,0.07128003,-0.054556273
2020-11-12,2020-11-12-6856,0.07095414,-0.054243106
2020-01-29,2020-01-29-6857,0.0515337,-0.029261727
2020-04-24,2020-04-24-6857,0.07555758,-0.04691837
2020-07-30,2020-07-30-6857,0.06543682,-0.048423503
2020-10-29,2020-10-29-6857,0.07792088,-0.058091566
2020-01-27,2020-01-27-6858,0.09696824,-0.05942084
2020-01-29,2020-01-29-6858,0.09928027,-0.061145365
2020-04-24,2020-04-24-6858,0.09751545,-0.05960992
2020-07-22,2020-07-22-6858,0.097158395,-0.059441842
2020-07-28,2020-07-28-6858,0.09747917,-0.05953373
2020-10-23,2020-10-23-6858,0.097227044,-0.05946224
2020-02-07,2020-02-07-6859,0.08809317,-0.058243237
2020-05-15,2020-05-15-6859,0.090501696,-0.058542535
2020-08-07,2020-08-07-6859,0.09001899,-0.0583814
2020-10-30,2020-10-30-6859,0.09057101,-0.058485404
2020-11-13,2020-11-13-6859,0.0901713,-0.058509402
2020-01-31,2020-01-31-6861,0.017082185,-0.016616773
2020-04-28,2020-04-28-6861,0.016724177,-0.017239146
2020-07-31,2020-07-31-6861,0.016020484,-0.020818464
2020-10-30,2020-10-30-6861,0.015644792,-0.022803754
2020-02-07,2020-02-07-6862,0.10155941,-0.061713092
2020-04-03,2020-04-03-6862,0.09973592,-0.060362257
2020-05-12,2020-05-12-6862,0.09848234,-0.059931204
2020-07-02,2020-07-02-6862,0.09929739,-0.06050794
2020-08-11,2020-08-11-6862,0.099550076,-0.06052942
2020-08-28,2020-08-28-6862,0.101904444,-0.06266555
2020-11-10,2020-11-10-6862,0.097845174,-0.059844896
2020-02-07,2020-02-07-6863,0.09377903,-0.05875802
2020-05-15,2020-05-15-6863,0.095836274,-0.059129953
2020-08-14,2020-08-14-6863,0.09556436,-0.059064627
2020-11-09,2020-11-09-6863,0.0955202,-0.059059516
2020-01-30,2020-01-30-6864,0.08698722,-0.058168672
2020-05-15,2020-05-15-6864,0.09057046,-0.058763698
2020-07-30,2020-07-30-6864,0.090105064,-0.058351733
2020-10-29,2020-10-29-6864,0.08942675,-0.058535784
2020-01-10,2020-01-10-6866,0.080657385,-0.058303498
2020-01-24,2020-01-24-6866,0.08078588,-0.05822459
2020-04-15,2020-04-15-6866,0.083473854,-0.057991713
2020-06-05,2020-06-05-6866,0.08261248,-0.058041863
2020-07-07,2020-07-07-6866,0.08544086,-0.057773232
2020-07-15,2020-07-15-6866,0.08324904,-0.05808673
2020-10-07,2020-10-07-6866,0.0794996,-0.058349483
2020-10-15,2020-10-15-6866,0.08089078,-0.058327824
2020-01-31,2020-01-31-6867,0.09294974,-0.059692852
2020-05-22,2020-05-22-6867,0.09454308,-0.05892794
2020-07-31,2020-07-31-6867,0.09683896,-0.05945754
2020-11-04,2020-11-04-6867,0.09606781,-0.05923462
2020-02-05,2020-02-05-6869,0.05775731,-0.04884795
2020-05-12,2020-05-12-6869,0.060374048,-0.050646216
2020-08-05,2020-08-05-6869,0.056743566,-0.04798133
2020-11-05,2020-11-05-6869,0.048733268,-0.041919686
2020-02-10,2020-02-10-6870,0.09121598,-0.058365516
2020-05-08,2020-05-08-6870,0.09350569,-0.058684386
2020-07-30,2020-07-30-6870,0.091273,-0.05850061
2020-10-30,2020-10-30-6870,0.09111382,-0.058412157
2020-02-13,2020-02-13-6871,0.09352552,-0.059642553
2020-05-14,2020-05-14-6871,0.09594295,-0.059933662
2020-08-11,2020-08-11-6871,0.09744045,-0.0611976
2020-11-11,2020-11-11-6871,0.095560014,-0.060177565
2020-02-06,2020-02-06-6874,0.08676149,-0.057737403
2020-05-08,2020-05-08-6874,0.089430876,-0.058140844
2020-08-06,2020-08-06-6874,0.0892647,-0.05808027
2020-11-05,2020-11-05-6874,0.08889626,-0.058031693
2020-02-05,2020-02-05-6875,0.091042764,-0.059006855
2020-04-17,2020-04-17-6875,0.09156987,-0.059010193
2020-05-13,2020-05-13-6875,0.09199661,-0.059228852
2020-07-07,2020-07-07-6875,0.09048052,-0.05926311
2020-07-31,2020-07-31-6875,0.09037652,-0.059038803
2020-10-30,2020-10-30-6875,0.086461104,-0.058280893
2020-02-12,2020-02-12-6877,0.081325255,-0.058260895
2020-02-28,2020-02-28-6877,0.08524574,-0.057913825
2020-05-25,2020-05-25-6877,0.08486898,-0.05814123
2020-08-06,2020-08-06-6877,0.082899876,-0.058354847
2020-11-09,2020-11-09-6877,0.08084939,-0.05860673
2020-02-05,2020-02-05-6879,0.09756469,-0.05979386
2020-05-28,2020-05-28-6879,0.098688416,-0.060166277
